Time,Source,Destination,Protocol,Length,Source Port,Destination Port,bad_packet
18.871785904,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.878606592,192.167.5.22,192.167.5.35,ICMP,60,,,0
31.333735697,192.167.5.35,192.167.5.22,ICMP,42,,,1
8.821555817,192.232.16.204,192.167.5.35,TLSv1.2,1448,443.0,57912.0,0
18.878735424,192.167.5.22,192.167.5.35,ICMP,60,,,0
29.912343535,192.167.5.35,192.167.5.22,ICMP,42,,,1
18.878929138,192.167.5.22,192.167.5.35,ICMP,60,,,0
8.833147761,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.853589038,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.756463251,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
14.030539941,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.654258884,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.951812756,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.628303489,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
3.62707506,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
33.486529915,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.634937634,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
28.875291955,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
23.91223225,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
19.431629235,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.807810332,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.744786404,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.878687341,192.167.5.22,192.167.5.35,ICMP,60,,,0
33.759965396,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
10.800463787,VMware_8a:4e:1c,Broadcast,ARP,60,,,0
11.881858483,192.167.5.35,142.251.32.14,TLSv1.2,182,49734.0,443.0,0
16.84783501,VMware_8a:25:c0,Broadcast,ARP,60,,,0
8.891678811,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
24.149578671,VMware_8a:31:5e,Broadcast,ARP,60,,,0
3.630918066,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
27.698403819,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.703679919,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
20.699660821,VMware_8a:7e:e9,Broadcast,ARP,60,,,0
8.826538807,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.811019992,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
7.764805028,VMware_8a:31:5e,Broadcast,ARP,60,,,0
28.819220971,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
3.106923205,142.251.32.14,192.167.5.35,TLSv1.2,93,443.0,49734.0,0
28.877538783,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.872245479,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
8.858935747,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.914943284,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
33.7761855,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.874190074,192.167.5.22,192.167.5.35,ICMP,60,,,0
3.656829379,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.834350229,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.873762908,192.167.5.22,192.167.5.35,ICMP,60,,,0
32.044570183,192.167.5.35,192.167.5.22,ICMP,42,,,1
8.883000586,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
28.830832655,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
31.961906,VMware_8a:7e:e9,Broadcast,ARP,60,,,0
33.770364809,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
34.546340251,192.167.5.35,192.232.16.204,TLSv1.2,1682,57912.0,443.0,0
23.826724489,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
24.874122523,192.167.5.35,192.167.5.22,ICMP,42,,,1
13.880200659,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
25.024757608,192.167.5.35,192.167.5.22,ICMP,42,,,1
8.830840303,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
13.997006436,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
24.039595243,192.167.5.35,192.167.5.22,ICMP,42,,,1
14.055022308,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
3.635615873,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.870831426,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.749470008,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.872769045,192.167.5.22,192.167.5.35,ICMP,60,,,0
33.80400659,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.874759481,192.167.5.22,192.167.5.35,ICMP,60,,,0
30.936606394,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.077886562,142.251.32.14,192.167.5.35,TLSv1.2,543,443.0,49734.0,0
28.959346684,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.879127635,192.167.5.22,192.167.5.35,ICMP,60,,,0
3.639166728,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
33.740036243,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
23.968548825,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
33.708286266,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.866875121,192.167.5.22,192.167.5.35,ICMP,60,,,0
6.798186594,142.251.32.14,192.167.5.35,TCP,60,443.0,49734.0,0
3.623629583,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57914.0,0
28.82763356,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
23.913121264,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
14.058558888,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.801751315,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
34.908937971,192.167.5.35,192.167.5.22,ICMP,42,,,1
3.635635509,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
30.687823909,VMware_8a:60:5f,Broadcast,ARP,60,,,0
29.303999487,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.778468882,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.828891414,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
13.838988937,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.81337559,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
32.736217674,VMware_8a:60:5f,Broadcast,ARP,60,,,0
28.91726907,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
8.907924624,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
31.823492731,192.167.5.35,192.167.5.22,ICMP,42,,,1
29.869354862,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.964051657,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
18.756491517,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.89224042,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
8.847299683,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
23.895367215,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.879930422,192.167.5.22,192.167.5.35,ICMP,60,,,0
33.62830058,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
8.82215118,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.976116414,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.962597017,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
18.862811219,192.167.5.22,192.167.5.35,ICMP,60,,,0
13.935710861,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.833185634,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
33.648135112,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
3.696676596,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
32.303721249,VMware_8a:4e:1c,Broadcast,ARP,60,,,0
3.677907212,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
23.741691742,192.167.5.35,192.167.5.22,ICMP,42,,,1
34.500324029,142.251.32.14,192.167.5.35,TLSv1.2,85,443.0,49734.0,0
13.968536111,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.716689579,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
14.009583473,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
19.970218559,192.167.9.39,192.167.255.255,BROWSER,239,138.0,138.0,0
33.761698275,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
34.774190799,192.167.5.35,192.167.5.22,ICMP,42,,,1
3.687215557,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.919324833,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.651918373,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.689530542,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
3.623644196,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
8.854224209,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.865440774,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.70273665,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.749521686,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.644413631,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
8.863612915,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
16.981514418,VMware_8a:31:5e,Broadcast,ARP,60,,,0
23.065876649,192.167.5.35,192.167.5.22,ICMP,98,,,0
18.626494331,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
18.709680296,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.645162382,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
3.719991181,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
14.005439605,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.905640866,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
18.852012371,192.167.5.22,192.167.5.35,ICMP,60,,,0
23.961207075,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
14.089021135,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.720003267,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.732421931,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.640541349,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
18.864736586,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.8790485,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.874303697,192.167.5.22,192.167.5.35,ICMP,60,,,0
23.80520629,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
8.898620696,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.689694746,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
32.988405705,VMware_8a:7e:e9,Broadcast,ARP,60,,,0
3.653322193,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.871700349,192.167.5.22,192.167.5.35,ICMP,60,,,0
8.933833673,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
23.905181979,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
3.077100157,192.167.5.35,142.251.32.14,TLSv1.2,827,49734.0,443.0,0
13.872193886,VMware_8a:4e:1c,Broadcast,ARP,60,,,0
13.796257285,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
18.872741661,192.167.5.22,192.167.5.35,ICMP,60,,,0
14.067920559,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
29.727086889,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.606987869,192.167.5.35,192.167.5.22,ICMP,42,,,1
11.881924966,192.167.5.35,142.251.32.14,TLSv1.2,1216,49734.0,443.0,0
23.879292204,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
28.872941466,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
21.957410109,192.167.6.52,192.167.255.255,NBNS,92,137.0,137.0,0
3.682539469,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.812128154,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.879145899,192.167.5.22,192.167.5.35,ICMP,60,,,0
23.876832219,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
28.856534295,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.874400096,192.167.5.22,192.167.5.35,ICMP,60,,,0
14.077405253,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.878886745,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.86699993,192.167.5.22,192.167.5.35,ICMP,60,,,0
14.086597685,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.871275793,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.86549896,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.860468939,192.167.5.22,192.167.5.35,ICMP,60,,,0
23.884321877,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.87870505,192.167.5.22,192.167.5.35,ICMP,60,,,0
13.976102181,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.957201218,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
29.145942016,192.167.5.35,192.167.5.22,ICMP,42,,,1
3.673157141,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
6.783853834,192.167.5.35,142.251.32.14,TLSv1.2,1675,49734.0,443.0,0
18.867226554,192.167.5.22,192.167.5.35,ICMP,60,,,0
3.631875466,VMware_8a:4e:1c,Broadcast,ARP,60,,,0
18.661230581,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
28.832610845,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.905159532,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.742442991,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
32.711719923,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.945182113,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.952734028,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.460485592,192.167.5.35,192.167.5.22,ICMP,42,,,1
3.715368571,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.809191739,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
32.275658362,192.167.3.73,192.167.255.255,NBNS,92,137.0,137.0,0
33.735243383,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
23.819510989,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
8.943235351,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.744838922,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
1.681217788,192.167.5.35,142.251.32.14,TLSv1.2,1216,49734.0,443.0,0
24.863034895,192.167.5.35,192.167.5.22,ICMP,42,,,1
8.835575518,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.661692138,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
32.432935222,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.902625541,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.840915376,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.970993415,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.817638194,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
34.484926754,192.167.5.35,192.167.5.22,ICMP,42,,,1
18.878766076,192.167.5.22,192.167.5.35,ICMP,60,,,0
8.870658847,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.674673096,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
11.136530971,192.167.9.39,192.167.255.255,NBNS,92,137.0,137.0,0
24.744596078,192.167.5.35,192.167.5.22,ICMP,42,,,1
18.878832154,192.167.5.22,192.167.5.35,ICMP,60,,,0
23.732701021,192.167.5.35,192.167.5.22,ICMP,42,,,1
14.018290317,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.868606438,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.869743435,192.167.5.22,192.167.5.35,ICMP,60,,,0
6.826178864,192.167.5.35,142.251.32.14,TCP,54,49734.0,443.0,0
23.365691151,192.167.5.35,192.167.5.22,ICMP,42,,,1
18.67464663,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.871140254,192.167.5.22,192.167.5.35,ICMP,60,,,0
31.524383053,192.167.3.73,192.167.255.255,NBNS,92,137.0,137.0,0
33.686089308,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.878661671,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.635382672,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.88205282,192.167.5.22,192.167.5.35,ICMP,60,,,0
21.88031575,192.167.5.35,192.167.5.22,ICMP,42,,,1
13.079314196,192.167.5.35,142.251.32.14,TLSv1.2,849,49734.0,443.0,0
33.822953207,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.863627723,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
35.376405992,VMware_8a:4e:1c,Broadcast,ARP,60,,,0
28.812119934,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
3.661479286,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
14.058530649,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
27.184215206,VMware_8a:4e:1c,Broadcast,ARP,60,,,0
14.017826746,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
26.819376638,192.167.5.35,192.167.5.22,ICMP,42,,,1
13.984362163,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.812339821,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
3.656843147,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
14.038728616,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
34.487285632,142.251.32.14,192.167.5.35,TCP,60,443.0,49734.0,0
18.624277962,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57914.0,0
28.938276472,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.104702095,142.251.32.14,192.167.5.35,TLSv1.2,130,443.0,49734.0,0
18.870782274,192.167.5.22,192.167.5.35,ICMP,60,,,0
8.917282035,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.794774383,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.903639237,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.137137394,142.251.32.14,192.167.5.35,TLSv1.2,130,443.0,49734.0,0
8.813394705,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
33.754511891,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
23.826728563,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.996983964,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.639926268,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.648141888,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.709695938,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
13.818811789,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
33.780592213,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
33.822951021,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.862617619,192.167.5.22,192.167.5.35,ICMP,60,,,0
3.757259652,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.893944255,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.878588133,192.167.5.22,192.167.5.35,ICMP,60,,,0
35.4561524,192.167.5.35,192.167.5.22,ICMP,42,,,1
8.819973606,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.878541992,192.167.5.22,192.167.5.35,ICMP,60,,,0
3.750296659,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.864460944,192.167.5.22,192.167.5.35,ICMP,60,,,0
28.923616666,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
32.163762323,VMware_8a:b2:34,Broadcast,ARP,60,,,0
18.852862329,192.167.5.22,192.167.5.35,ICMP,60,,,0
21.33548622,192.167.5.35,192.167.5.22,ICMP,42,,,1
18.873444248,192.167.5.22,192.167.5.35,ICMP,60,,,0
14.074856083,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.862961248,192.167.5.22,192.167.5.35,ICMP,60,,,0
13.827321661,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
33.713587622,192.232.16.204,192.167.5.35,TCP,592,443.0,57914.0,0
3.750300171,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
35.639700314,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.827621594,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
33.759962095,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
28.941172531,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
35.984257179,192.167.5.35,192.167.5.22,ICMP,42,,,1
13.875561886,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
33.199148512,192.167.5.35,192.167.5.22,ICMP,42,,,1
9.635353696,VMware_8a:b2:34,Broadcast,ARP,60,,,0
33.811204822,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
23.318685655,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.808932008,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
3.654510377,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.75450309,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
34.108725642,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.27335271,192.167.5.35,192.167.5.22,ICMP,42,,,1
14.906802708,192.167.5.22,192.167.5.35,ICMP,98,,,0
22.998934789,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.501253899,192.167.5.35,192.167.5.22,ICMP,42,,,1
13.927145762,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.208337825,VMware_8a:4e:1c,Broadcast,ARP,60,,,0
21.683173394,192.167.5.35,192.167.5.22,ICMP,42,,,1
18.868630821,192.167.5.22,192.167.5.35,ICMP,60,,,0
22.330621795,192.167.5.35,192.167.5.22,ICMP,42,,,1
13.895445837,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.650461294,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.701824627,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.834246609,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.878559943,192.167.5.22,192.167.5.35,ICMP,60,,,0
28.340426798,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.821870289,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.715384347,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
13.818975859,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.855172358,192.167.5.22,192.167.5.35,ICMP,60,,,0
28.957188381,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.809180076,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
26.427610345,192.167.5.35,192.167.5.22,ICMP,42,,,1
3.654482755,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.942386084,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.633373842,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.661251028,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.643969558,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.891443133,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
13.943160671,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
18.872377082,192.167.5.22,192.167.5.35,ICMP,60,,,0
32.94696021,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.201088063,192.167.5.35,192.167.5.22,ICMP,42,,,1
18.868479627,192.167.5.22,192.167.5.35,ICMP,60,,,0
25.150236836,192.167.5.35,192.167.5.22,ICMP,42,,,1
17.01609626,142.251.32.14,192.167.5.35,TCP,60,443.0,49734.0,0
23.886478347,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
3.761960677,192.232.16.204,192.167.5.35,TLSv1.2,553,443.0,57912.0,0
25.956004152,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.637300398,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
28.898682954,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
3.694232129,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
6.797482104,142.251.32.14,192.167.5.35,TCP,60,443.0,49734.0,0
3.647606279,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
18.857006023,192.167.5.22,192.167.5.35,ICMP,60,,,0
28.805505089,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57914.0,0
23.935283225,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
11.683357127,VMware_8a:b2:34,Broadcast,ARP,60,,,0
13.847183635,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
33.752394129,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
13.805263856,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
34.964121647,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.946848813,192.167.5.35,192.167.5.22,ICMP,42,,,1
18.733055296,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
23.968512846,192.232.16.204,192.167.5.35,TLSv1.2,1514,443.0,57912.0,0
18.869783245,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.870197788,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.878710048,192.167.5.22,192.167.5.35,ICMP,60,,,0
25.391473834,192.167.5.35,192.167.5.22,ICMP,42,,,1
14.043449845,192.167.5.35,192.232.16.204,TCP,54,57912.0,443.0,0
28.898673059,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
14.072568281,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
28.819363082,192.167.5.35,192.232.16.204,TCP,54,57914.0,443.0,0
3.644422486,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
23.802657013,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
23.819283355,192.232.16.204,192.167.5.35,TCP,1514,443.0,57914.0,0
23.699058493,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.839925643,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
8.849579356,192.232.16.204,192.167.5.35,TCP,1514,443.0,57912.0,0
18.871432436,192.167.5.22,192.167.5.35,ICMP,60,,,0
18.856092037,192.167.5.22,192.167.5.35,ICMP,60,,,0
